,id,query,road,house_number,neighbourhood,city,county,state
6949,8656300080,"47.6565,-121.912",320th Avenue Northeast,5678,,,King County,Washington
6950,9517200290,"47.7609,-122.144",Northeast 184th Place,14653,,,King County,Washington
6951,3123049142,"47.4326,-122.341",4th Avenue Southwest,19011,,,King County,Washington
6952,4139500080,"47.5513,-122.109",173rd Avenue Southeast,,,Bellevue,King County,Washington
6953,6150200280,"47.7275,-122.336",Burke Avenue North,13517,,Seattle,King County,Washington
6954,6021500840,"47.6892,-122.386",Jones Avenue Northwest,8318,Loyal Heights,Seattle,King County,Washington
6955,8691310420,"47.5912,-121.986",264th Place Southeast,1956,,,King County,Washington
6956,1402900380,"47.3328,-122.187",114th Way Southeast,30021,,,King County,Washington
6957,2345500010,"47.2755,-122.308",Enchanted Parkway South,,,,King County,Washington
6958,3279000460,"47.303,-122.383",40th Avenue Southwest,33309,,,King County,Washington
6959,723000114,"47.6578,-122.286",Northeast Belvoir Place,3930,Laurelhurst,Seattle,King County,Washington
6960,5145100080,"47.7275,-122.219",Northeast 141st Street,9100,Simonds Estates,,King County,Washington
6961,8078410280,"47.6366,-122.029",Northeast 29th Court,23287,,,King County,Washington
6962,3885806105,"47.6815,-122.2",8th Avenue,440,,,King County,Washington
6963,5702380780,"47.1938,-121.981",Jewell Street,128,,,King County,Washington
6964,3826000280,"47.4935,-122.306",21st Avenue South,12232,,,King County,Washington
6965,1421079007,"47.3085,-121.888",342nd Avenue Southeast,32520,,,King County,Washington
6966,3702900185,"47.5577,-122.396",Southwest Hudson Street,4926,,Seattle,King County,Washington
6967,4136880460,"47.2588,-122.21",55th Court Southeast,1522,,,King County,Washington
6968,7885100005,"47.5246,-122.325",South Trenton Street,711,South Park,Seattle,King County,Washington
6969,3037200010,"47.6032,-122.31",17th Avenue,166,Little Saigon,Seattle,King County,Washington
6970,4309710250,"47.515,-122.117",Southeast 100th Street,17132,,,King County,Washington
6971,3401700185,"47.7333,-122.128",156th Place Northeast,14867,,,King County,Washington
6972,2141300080,"47.5596,-122.142",Southeast 49th Street,,,Bellevue,King County,Washington
6973,3387800380,"47.3948,-122.201",Southeast 232nd Street,10506,,,King County,Washington
6974,2310000280,"47.3577,-122.038",Southeast 273rd Street,22740,Elk Run,,King County,Washington
6975,1687900170,"47.5634,-122.128",Southeast 46th Way,16018,,Bellevue,King County,Washington
6976,8079000190,"47.511,-122.153",Field Avenue Northeast,2122,Summerwind,,King County,Washington
6977,1710400005,"47.6102,-122.314",14th Avenue,832,,Seattle,King County,Washington
6978,2473420170,"47.4513,-122.16",135th Place Southeast,16903,,,King County,Washington
6979,1056200010,"47.5855,-122.194",Southeast 28th Street,10999,,Bellevue,King County,Washington
6980,263000359,"47.6982,-122.347",North 95th Street,902,Licton Springs,Seattle,King County,Washington
6981,6624010170,"47.4183,-122.182",Southeast 205th Street,11921,Willow Ridge,,King County,Washington
6982,824059265,"47.5873,-122.205",Southeast 25th Street,9999,,Bellevue,King County,Washington
6983,2869100080,"47.6677,-122.15",142nd Court Northeast,6999,,,King County,Washington
6984,203100440,"47.6426,-121.955",East Ames Lake Lane Northeast,3811,,,King County,Washington
6985,9542800290,"47.3021,-122.375",33rd Place Southwest,33425,,,King County,Washington
6986,3342100780,"47.5175,-122.205",North 29th Street,1011,Kennydale,,King County,Washington
6987,475000080,"47.6681,-122.362",Northwest 54th Street,322,,Seattle,King County,Washington
6988,1562100380,"47.622,-122.139",151st Avenue Northeast,1332,,Bellevue,King County,Washington
6989,3878900185,"47.509,-122.251",66th Avenue South,10222,Rainier Beach,Seattle,King County,Washington
6990,6791100280,"47.579,-122.051",216th Place Southeast,3397,,,King County,Washington
6991,1926059099,"47.7212,-122.222",90th Avenue Northeast,13425,Simonds Estates,,King County,Washington
6992,2881700547,"47.7344,-122.333",North 145th Street,2215,,Seattle,King County,Washington
6993,3260800190,"47.3499,-122.302",24th Place South,28018,,,King County,Washington
6994,2954400190,"47.6642,-122.069",Northeast 64th Place,20418,,,King County,Washington
6995,7715600050,"47.719,-122.307",20th Avenue Northeast,12346,,Seattle,King County,Washington
6996,3158500460,"47.3545,-122.056",214th Avenue Southeast,27588,Hailey's Terrace,,King County,Washington
6997,4027700797,"47.7703,-122.265",61st Avenue Northeast,19521,,,King County,Washington
6998,9161100460,"47.5671,-122.394",48th Avenue Southwest,4051,Admiral,Seattle,King County,Washington
6999,8069000216,"47.5102,-122.241",South Taft Street,7503,Rainier Beach,Seattle,King County,Washington
7000,3401700255,"47.7275,-122.122",162nd Avenue Northeast,14208,,,King County,Washington
7001,4083306720,"47.6489,-122.337",North 35th Street,1709,,Seattle,King County,Washington
7002,6377200010,"47.6454,-122.218",Northeast 39th Place,9016,,,King County,Washington
7003,2767601100,"47.6751,-122.379",17th Avenue Northwest,6323,Whittier Heights,Seattle,King County,Washington
7004,2856100185,"47.6767,-122.388",24th Avenue Northwest,6523,,Seattle,King County,Washington
7005,3438500797,"47.55,-122.356",17th Avenue Southwest,5901,,Seattle,King County,Washington
7006,6738700275,"47.5846,-122.291",33rd Avenue South,2019,,Seattle,King County,Washington
7007,1761100190,"47.2884,-122.365",Southwest 349th Place,2421,,,King County,Washington
7008,713500020,"47.5544,-122.147",145th Place Southeast,5375,,Bellevue,King County,Washington
7009,5412310170,"47.3766,-122.18",Southeast 251st Place,12021,,,King County,Washington
7010,7751800080,"47.6346,-122.127",160th Avenue Northeast,2738,,Bellevue,King County,Washington
7011,1121000414,"47.5424,-122.381",38th Avenue Southwest,6717,High Point,Seattle,King County,Washington
7012,4239400920,"47.3162,-122.183",118th Place Southeast,31830,,,King County,Washington
7013,9408300380,"47.7443,-122.114",Northeast 160th Place,16918,,,King County,Washington
7014,6865200095,"47.6645,-122.342",North 49th Street,1302,,Seattle,King County,Washington
7015,6669080010,"47.5137,-122.189",Blaine Avenue Northeast,2416,Kennydale,,King County,Washington
7016,1446400670,"47.4821,-122.331",2nd Avenue South,13436,Beverly Park,,King County,Washington
7017,203100460,"47.6422,-121.954",East Ames Lake Lane Northeast,3655,,,King County,Washington
7018,9523102750,"47.6744,-122.353",North 63rd Street,427,,Seattle,King County,Washington
7019,8078570380,"47.4022,-122.171",Southeast 222nd Place,12621,Hillshire Terrace,,King County,Washington
7020,1423800080,"47.4557,-122.181",120th Avenue Southeast,16403,,,King County,Washington
7021,9259900010,"47.7181,-122.316",11th Avenue Northeast,12312,,Seattle,King County,Washington
7022,4223400050,"47.2909,-122.219",H Street Southeast,1955,Stuck,,King County,Washington
7023,686400380,"47.6336,-122.115",169th Avenue Northeast,2625,,Bellevue,King County,Washington
7024,1102001112,"47.5426,-122.262",South Holly Street,5560,Brighton,Seattle,King County,Washington
7025,241900020,"47.4036,-122.205",Southeast 222nd Street,10128,,,King County,Washington
7026,8691300380,"47.5879,-121.973",Southeast 26th Place,27299,,,King County,Washington
7027,3426049132,"47.6986,-122.286",Northeast 96th Street,3840,,Seattle,King County,Washington
7028,3904901190,"47.5665,-122.023",239th Place Southeast,4327,,,King County,Washington
7029,1789900080,"47.3207,-122.362",Southwest Dash Point Road,2216,,,King County,Washington
7030,1021049022,"47.3226,-122.287",South 312th Street,3720,,,King County,Washington
7031,5634500179,"47.7494,-122.236",Northeast 167th Street,7815,,,King County,Washington
7032,795002455,"47.5102,-122.33",3rd Avenue South,10405,,Seattle,King County,Washington
7033,6666860170,"47.4197,-122.205",Southeast 204th Street,10208,Stonepine,,King County,Washington
7034,9828200605,"47.6156,-122.299",26th Avenue,1607,,Seattle,King County,Washington
7035,853200010,"47.6229,-122.22",Northeast 14th Street,9117,,,King County,Washington
7036,4449800345,"47.6894,-122.391",27th Avenue Northwest,8315,Loyal Heights,Seattle,King County,Washington
7037,2522029136,"47.3674,-122.503",Southwest 264th Street,13072,,,King County,Washington
7038,1149900050,"47.5608,-122.016",Southeast 46th Way,24313,Hunter's Ridge,,King County,Washington
7039,6908200080,"47.6746,-122.4",Northwest 64th Street,3239,Sunset Hill,Seattle,King County,Washington
7040,3395800660,"47.482,-122.34",5th Avenue Southwest,13438,,,King County,Washington
7041,9414610010,"47.5202,-122.047",Greenwood Boulevard Southwest,970,,,King County,Washington
7042,5379805120,"47.4481,-122.278",South 173rd Street,4416,,,King County,Washington
7043,1530900290,"47.735,-122.159",134th Court Northeast,14798,,,King County,Washington
7044,8886000005,"47.4145,-122.44",Tramp Harbor Road Southwest,21314,,,King County,Washington
7045,8965400010,"47.5586,-122.121",Southeast 49th Street,16421,,Bellevue,King County,Washington
7046,8644210470,"47.5796,-121.998",Southeast 32nd Place,25701,Tibbets Station,,King County,Washington
7047,1545805980,"47.3685,-122.048",220th Avenue Southeast,26010,,,King County,Washington
7048,2841500010,"47.5427,-122.302",South Holly Street,2425,Holly Park,Seattle,King County,Washington
7049,1328330290,"47.4417,-122.135",154th Avenue Southeast,17822,Candlewood,,King County,Washington
7050,4222100280,"47.3456,-122.305",South 285th Street,2125,,,King County,Washington
7051,4222200280,"47.3467,-122.306",22nd Avenue South,28422,,,King County,Washington
7052,3224510290,"47.5604,-122.133",Southeast 47th Place,15440,,Bellevue,King County,Washington
7053,5196420290,"47.6539,-122.121",166th Court Northeast,4637,,,King County,Washington
7054,1703900005,"47.5551,-122.273",48th Avenue South,5203,Brighton,Seattle,King County,Washington
7055,3329530480,"47.3321,-122.261",58th Place South,30027,,,King County,Washington
7056,1541700170,"47.3913,-122.185",Southeast 234th Place,11717,,,King County,Washington
7057,8833510190,"47.7684,-122.254",65th Avenue Northeast,19322,,,King County,Washington
7058,8961970190,"47.6073,-122.015",243rd Avenue Southeast,239,,,King County,Washington
7059,323069120,"47.5078,-122.018",240th Place Southeast,,,,King County,Washington
7060,8944360170,"47.5776,-121.996",Southeast 35th Place,25778,,,King County,Washington
7061,2546500020,"47.4238,-122.322",10th Place South,19815,North Hill,,King County,Washington
7062,1338801060,"47.6264,-122.302",23rd Avenue East,814,,Seattle,King County,Washington
7063,3747600050,"47.3065,-122.219",H Street Southeast,116,,,King County,Washington
7064,327000050,"47.6855,-122.269",56th Place Northeast,7717,Sand Point,Seattle,King County,Washington
7065,1898900280,"47.3046,-122.392",47th Avenue Southwest,33107,Twin Lakes,,King County,Washington
7066,1423400005,"47.4576,-122.182",119th Avenue Southeast,16153,,,King County,Washington
7067,9521100585,"47.6619,-122.351",North 46th Street,611,,Seattle,King County,Washington
7068,2025059150,"47.634,-122.204",Northeast 26th Street,,Ashwood,Bellevue,King County,Washington
7069,8941500010,"47.6287,-122.089",Northeast 20th Court,,,,King County,Washington
7070,1425069071,"47.6544,-121.998",256th Avenue Northeast,5313,,,King County,Washington
7071,686400670,"47.6344,-122.116",168th Place Northeast,2736,,Bellevue,King County,Washington
7072,2624049073,"47.5381,-122.267",Seward Park Avenue South,7124,Dunlap,Seattle,King County,Washington
7073,1523059180,"47.4772,-122.153",Southeast 141st Street,14012,,,King County,Washington
7074,8016300250,"47.5982,-122.128",Southeast 13th Street,15839,,Bellevue,King County,Washington
7075,7694600143,"47.5076,-122.366",26th Avenue Southwest,10721,Shorewood,Seattle,King County,Washington
7076,269000950,"47.6415,-122.392",27th Avenue West,2507,,Seattle,King County,Washington
7077,2724079090,"47.5385,-121.896",Lake Alice Road Southeast,,,,King County,Washington
7078,3342103369,"47.5174,-122.194",Northeast 29th Street,1834,Kennydale,,King County,Washington
7079,7104100050,"47.5499,-122.394",48th Avenue Southwest,5909,Morgan Junction,Seattle,King County,Washington
7080,8944360290,"47.5772,-121.998",256th Avenue Southeast,,Tibbets Station,,King County,Washington
7081,6072500050,"47.5456,-122.179",121st Avenue Southeast,6311,,Bellevue,King County,Washington
7082,1066000290,"47.6198,-122.105",Northeast 12th Street,17669,Bretton Wood,Bellevue,King County,Washington
7083,2817260130,"47.7498,-122.146",Northeast 169th Street,14799,,,King County,Washington
7084,3582750170,"47.7528,-122.252",Northeast 171st Place,6534,,,King County,Washington
7085,255370420,"47.3531,-122.017",243rd Place Southeast,27713,Terraces,,King County,Washington
7086,2571910380,"47.1969,-122.011",Voss Street,741,Stonebrook,,King County,Washington
7087,3832150190,"47.3876,-122.216",South 239th Place,9226,,,King County,Washington
7088,5279100680,"47.5321,-122.029",Northeast Birch Street,468,,,King County,Washington
7089,7889601870,"47.4921,-122.339",4th Avenue Southwest,12412,Beverly Park,,King County,Washington
7090,5694001061,"47.6592,-122.349",North 43rd Street,723,,Seattle,King County,Washington
7091,1912100882,"47.6399,-122.32",10th Avenue East,2308,,Seattle,King County,Washington
7092,8563020170,"47.631,-122.098",Northeast 24th Street,,,,King County,Washington
7093,8656800020,"47.672,-121.864",Tolt River Road Northeast,7878,,,King County,Washington
7094,3876540780,"47.2625,-122.3",26th Drive South,37802,,,King County,Washington
7095,8563030280,"47.6272,-122.095",Northeast 21st Street,,,,King County,Washington
7096,2114300290,"47.536,-122.358",Dumar Way Southwest,7335,Highland Park,Seattle,King County,Washington
7097,9141100005,"47.7412,-122.355",North 155th Street,301,,Shoreline,King County,Washington
7098,5727500019,"47.7513,-122.334",Meridian Avenue North,16720,Meridian Park,Shoreline,King County,Washington
7099,1796360080,"47.3665,-122.092",187th Place Southeast,26231,Covington Woods,,King County,Washington
7100,9485800050,"47.6818,-122.189",113th Place Northeast,8812,,,King County,Washington
7101,5560000680,"47.3286,-122.336",1st Place Southwest,30515,Mirror Lake,,King County,Washington
7102,9297300480,"47.5687,-122.374",33rd Avenue Southwest,3836,,Seattle,King County,Washington
7103,6813600415,"47.6896,-122.331",Corliss Avenue North,8230,Licton Springs,Seattle,King County,Washington
7104,6751300255,"47.5865,-122.135",155th Avenue Southeast,2643,,Bellevue,King County,Washington
7105,3300700480,"47.6931,-122.379",17th Avenue Northwest,8717,Crown Hill,Seattle,King County,Washington
7106,5379800446,"47.4578,-122.274",South 162nd Street,4711,,,King County,Washington
7107,9558200080,"47.4373,-122.333",2nd Avenue South,18415,,,King County,Washington
7108,6817801150,"47.6333,-122.034",229th Place Northeast,22993,,,King County,Washington
7109,1454100005,"47.7263,-122.289",Northeast 135th Street,3641,Cedar Park,Seattle,King County,Washington
7110,104540840,"47.3113,-122.358",18th Avenue Southwest,32330,,,King County,Washington
7111,2207100635,"47.5983,-122.15",Southeast 14th Street,14221,,Bellevue,King County,Washington
7112,2489200250,"47.5407,-122.379",37th Avenue Southwest,6910,High Point,Seattle,King County,Washington
7113,5130000080,"47.7612,-122.229",83rd Place Northeast,18319,,,King County,Washington
7114,6150700169,"47.7291,-122.337",Wallingford Avenue North,13715,Meridian Park,Seattle,King County,Washington
7115,8691350130,"47.5948,-121.983",Southeast Belvedere Way,,,,King County,Washington
7116,6189200345,"47.6342,-122.171",127th Avenue Northeast,2697,,Bellevue,King County,Washington
7117,2222059099,"47.3727,-122.162",Southeast 256th Street,13410,,,King County,Washington
7118,7227800660,"47.4919,-122.181",Index Avenue Northeast,555,Highlands Park,,King County,Washington
7119,1148000005,"47.4828,-122.344",Southwest 134th Street,651,Inglesea,,King County,Washington
7120,6055000430,"47.241,-121.979",273rd Avenue Southeast,40123,,,King County,Washington
7121,7616200050,"47.5807,-122.397",Southwest Olga Street,5076,,Seattle,King County,Washington
7122,7234601440,"47.6134,-122.308",19th Avenue,1419,,Seattle,King County,Washington
7123,8563020380,"47.6288,-122.098",182nd Avenue Northeast,2019,,,King County,Washington
7124,1454100480,"47.7262,-122.285",Northeast 135th Street,4003,Cedar Park,Seattle,King County,Washington
7125,5151600285,"47.3358,-122.32",10th Place South,29645,Marine Hills,,King County,Washington
7126,2155000480,"47.6587,-122.124",Northeast 57th Street,916000,,,King County,Washington
7127,1024049024,"47.5832,-122.29",34th Avenue South,2211,,Seattle,King County,Washington
7128,1026069163,"47.7602,-122.022",Northeast 183rd Street,23699,,,King County,Washington
7129,4427100095,"47.7268,-122.311",16th Avenue Northeast,13505,,Seattle,King County,Washington
7130,4047200380,"47.7698,-121.898",330th Avenue Northeast,19845,,,King County,Washington
7131,3222049024,"47.344,-122.331",Redondo Beach Drive South,28764,Redondo,,King County,Washington
7132,2287000010,"47.5505,-122.221",Southeast 58th Street,,,,King County,Washington
7133,3692900010,"47.6783,-122.298",27th Avenue Northeast,6822,Ravenna,Seattle,King County,Washington
7134,320069049,"47.2558,-122.024",Southeast 384th Street,23819,,,King County,Washington
7135,868002335,"47.7039,-122.385",Bedford Court Northwest,10301,,Seattle,King County,Washington
7136,8945100050,"47.3086,-122.365",Southwest 328th Street,2434,Twin Lakes,,King County,Washington
7137,7853250080,"47.5385,-121.88",Silent Creek Avenue Southeast,7019,,,King County,Washington
7138,6713700250,"47.7607,-122.354",North 181st Street,570,,Shoreline,King County,Washington
7139,4232901990,"47.6341,-122.361",3rd Avenue West,1618,,Seattle,King County,Washington
7140,3578401760,"47.6203,-122.037",Northeast 12th Place,22715,,,King County,Washington
7141,9113200290,"47.6836,-122.162",Northeast 92nd Way,13319,,,King County,Washington
7142,5116000250,"47.7762,-122.27",Northeast 204th Street,5608,,,King County,Washington
7143,1099600010,"47.2986,-122.377",35th Place Southwest,33814,,,King County,Washington
7144,5416500980,"47.3595,-122.038",227th Place Southeast,27016,Rock Creek Meadows,,King County,Washington
7145,7312100010,"47.4868,-122.159",Bremerton Avenue Northeast,301,South Union,,King County,Washington
7146,7936000562,"47.561,-122.398",51st Place Southwest,4700,,Seattle,King County,Washington
7147,9839300545,"47.6121,-122.294",30th Avenue,1109,,Seattle,King County,Washington
7148,6837700005,"47.5839,-122.383",Walnut Avenue Southwest,2201,Admiral,Seattle,King County,Washington
7149,6918720080,"47.6131,-122.145",146th Place Northeast,399,,Bellevue,King County,Washington
7150,9407001700,"47.4485,-121.774",425th Avenue Southeast,17498,Wilderness Rim,,King County,Washington
7151,1473200130,"47.7325,-122.343",North 143rd Street,1260,,Seattle,King County,Washington
7152,4037200585,"47.607,-122.12",165th Avenue Southeast,264,,Bellevue,King County,Washington
7153,5249803870,"47.5598,-122.27",South Angeline Street,5008,Lakewood,Seattle,King County,Washington
7154,9558050170,"47.4587,-122.117",Southeast 161st Street,16700,,,King County,Washington
7155,1545808110,"47.3611,-122.047",Southeast 269th Street,22028,Cherokee Bay,,King County,Washington
7156,1604601155,"47.565,-122.291",34th Avenue South,4213,Columbia City,Seattle,King County,Washington
7157,2754700170,"47.6802,-122.306",20th Place Northeast,7034,Ravenna,Seattle,King County,Washington
7158,3622059180,"47.3491,-122.113",Southeast Covington Sawyer Road,17128,,,King County,Washington
7159,7201600190,"47.6801,-122.106",Northeast 86th Place,17216,,,King County,Washington
7160,3450300280,"47.5004,-122.162",Northeast 10th Place,4224,Hidden Creek,,King County,Washington
7161,1036450170,"47.7195,-122.182",Northeast 132nd Lane,11924,,,King County,Washington
7162,8965000050,"47.6389,-122.102",Northeast 33rd Street,17899,,,King County,Washington
7163,4354700010,"47.7181,-122.308",Northeast 124th Street,1906,,Seattle,King County,Washington
7164,4057300170,"47.5707,-122.018",244th Place Southeast,,,,King County,Washington
7165,4217400185,"47.6596,-122.28",Northeast 43rd Street,4331,Laurelhurst,Seattle,King County,Washington
7166,8155750010,"47.3867,-122.19",113th Place Southeast,24007,,,King County,Washington
7167,2159900020,"47.6211,-122.153",140th Place Northeast,1219,,Bellevue,King County,Washington
7168,2487700130,"47.5237,-122.391",Southwest Henderson Street,4518,,Seattle,King County,Washington
7169,2085200545,"47.3948,-122.028",Southeast 232nd Street,,,,King County,Washington
7170,9432900380,"47.2091,-122.009",Carbon Ridge Street,1920,,,King County,Washington
7171,2591850080,"47.4314,-122.164",133rd Southeast Avenue,,Boulevard Place,,King County,Washington
7172,1025049174,"47.666,-122.276",48th Avenue Northeast,5038,Laurelhurst,Seattle,King County,Washington
7173,5628400080,"47.7393,-122.244",Northeast 153rd Street,7215,,,King County,Washington
7174,7657000225,"47.4947,-122.237",77th Avenue South,12028,,Seattle,King County,Washington
7175,6151800080,"47.3402,-122.046",222nd Place Southeast,29074,,,King County,Washington
7176,6154900095,"47.7042,-122.37",11th Avenue Northwest,10326,Crown Hill,Seattle,King County,Washington
7177,9542800050,"47.3078,-122.374",Southwest 329th Street,3204,,,King County,Washington
7178,526059224,"47.7721,-122.206",100th Avenue Northeast,19820,,,King County,Washington
7179,526059224,"47.7721,-122.206",100th Avenue Northeast,19820,,,King County,Washington
7180,3275850190,"47.6911,-122.103",Northeast 101st Court,17752,Education Hill,,King County,Washington
7181,4137000460,"47.2646,-122.219",50th Street Southeast,723,,,King County,Washington
7182,7936000403,"47.5536,-122.399",Beach Drive Southwest,5423,,Seattle,King County,Washington
7183,1175000073,"47.6719,-122.396",Northwest 59th Street,3004,Sunset Hill,Seattle,King County,Washington
7184,8645540290,"47.4639,-122.17",Pierce Avenue Southeast,1800,Tiffany Park,,King County,Washington
7185,7137960460,"47.3293,-122.17",128th Place Southeast,30410,,,King County,Washington
7186,8805400010,"47.4936,-122.165",Northeast 6th Court,4015,President Park,,King County,Washington
7187,1036450290,"47.719,-122.182",119th Place Northeast,13233,,,King County,Washington
7188,7613700660,"47.6589,-122.276",Northeast 42nd Street,4811,Laurelhurst,Seattle,King County,Washington
7189,8648210050,"47.3624,-122.079",198th Avenue Southeast,26611,,,King County,Washington
7190,1565950670,"47.4324,-122.191",112th Place Southeast,18928,Chinoquan,,King County,Washington
7191,7159200005,"47.6307,-122.354",Warren Avenue North,1230,Uptown,Seattle,King County,Washington
7192,8687800010,"47.471,-122.262",South 147th Street,5715,,,King County,Washington
7193,4242900285,"47.6747,-122.393",28th Avenue Northwest,6302,Sunset Hill,Seattle,King County,Washington
7194,7834800225,"47.6638,-122.329",Eastern Avenue North,4642,Meridian,Seattle,King County,Washington
7195,5649600225,"47.5553,-122.286",South Dawson Street,3701,Columbia City,Seattle,King County,Washington
7196,1959702045,"47.6461,-122.317",Boyer Avenue East,2812,Portage Bay,Seattle,King County,Washington
7197,717000225,"47.5354,-122.278",South Webster Street,4400,Dunlap,Seattle,King County,Washington
7198,792500190,"47.3624,-122.455",Southwest 270th Street,9446,,,King County,Washington
7199,3820100284,"47.7717,-122.25",66th Place Northeast,19614,,,King County,Washington
7200,3629890190,"47.5443,-121.994",30th Avenue Northeast,1680,,,King County,Washington
7201,6868200029,"47.7129,-122.304",23rd Avenue Northeast,11526,,Seattle,King County,Washington
7202,8901000143,"47.7062,-122.311",Northeast 106th Street,1532,,Seattle,King County,Washington
7203,2927600630,"47.454,-122.373",Southwest 166th Street,3235,Gregory Heights,,King County,Washington
7204,3432501315,"47.7464,-122.317",11th Avenue Northeast,16224,,Shoreline,King County,Washington
7205,5101407250,"47.7037,-122.308",Northeast 104th Street,1737,,Seattle,King County,Washington
7206,3999200780,"47.5828,-122.118",Southeast 30th Street,16701,Sammamish Heights,Bellevue,King County,Washington
7207,2826079145,"47.7125,-121.915",Northeast 129th Street,31661,,,King County,Washington
7208,1446403145,"47.4862,-122.326",6th Avenue South,13019,,,King County,Washington
7209,5137000170,"47.3338,-122.337",2nd Avenue Southwest,29915,Mar Cheri,,King County,Washington
7210,2896310420,"47.3431,-122.03",Southeast 289th Street,23324,Greenbrier Estates II,,King County,Washington
7211,1446400725,"47.4836,-122.332",Occidental Avenue South,13248,Beverly Park,,King County,Washington
7212,4030500130,"47.3683,-122.164",Southeast 261st Street,13234,Stillwater Green,,King County,Washington
7213,3319500299,"47.6005,-122.306",20th Avenue South,214,,Seattle,King County,Washington
7214,7139800020,"47.5283,-122.286",37th Avenue South,8351,,Seattle,King County,Washington
7215,9433000460,"47.7101,-122.108",Northeast 123rd Street,,,,King County,Washington
7216,1326049130,"47.7422,-122.245",72nd Avenue Northeast,15605,,,King County,Washington
7217,7137960440,"47.3289,-122.17",128th Place Southeast,30420,,,King County,Washington
7218,3946900010,"47.6928,-122.323",5th Avenue Northeast,8822,,Seattle,King County,Washington
7219,5592050080,"47.5042,-122.193",Monterey Avenue Northeast,1315,Kennydale,,King County,Washington
7220,3288020050,"47.3788,-122.031",235th Way Southeast,24925,High Wilderness,,King County,Washington
7221,2459000020,"47.3789,-122.213",96th Avenue South,24827,,,King County,Washington
7222,126049167,"47.7627,-122.245",71st Avenue Northeast,18513,,,King County,Washington
7223,1525079069,"47.6469,-121.897",331st Avenue Northeast,4187,,,King County,Washington
7224,1786200010,"47.3658,-122.04",Southeast 264th Place,22601,Lake Wilderness Country Club,,King County,Washington
7225,5602000275,"47.2056,-121.999",Harding Street,1522,,,King County,Washington
7226,1446403617,"47.4828,-122.324",8th Avenue South,13407,Highline,,King County,Washington
7227,2767603649,"47.6722,-122.384",Northwest 60th Street,2043,,Seattle,King County,Washington
7228,3649100387,"47.7362,-122.241",75th Avenue Northeast,14802,,,King County,Washington
7229,5249802660,"47.5663,-122.274",South Dakota Street,4709,Columbia,Seattle,King County,Washington
7230,2592400470,"47.7162,-122.166",131st Avenue Northeast,12908,,,King County,Washington
7231,6448000020,"47.6214,-122.227",Northeast 13th Street,8401,,,King County,Washington
7232,1211000185,"47.6076,-122.298",27th Avenue,549,,Seattle,King County,Washington
7233,7399300780,"47.462,-122.188",Dayton Court Southeast,2009,Rolling Hills,,King County,Washington
7234,984100010,"47.4349,-122.17",Southeast 187th Place,12716,Boulevard Place,,King County,Washington
7235,6127010670,"47.5933,-122.007",249 Place Southeast,,,,King County,Washington
7236,1245002391,"47.6866,-122.205",3rd Street,1335,,,King County,Washington
7237,3904921100,"47.5685,-122.012",246th Place Southeast,4399,,,King County,Washington
7238,2473381150,"47.4574,-122.169",128th Place Southeast,16304,,,King County,Washington
7239,9269750010,"47.2848,-122.361",Southwest 353rd Place,2029,,,King County,Washington
7240,1924069071,"47.5516,-122.085",191st Avenue Southeast,5579,,,King County,Washington
7241,2571900430,"47.1947,-122.008",Farrelly Street,429,,,King County,Washington
7242,8673400052,"47.67,-122.392",Northwest 57th Street,2643,Sunset Hill,Seattle,King County,Washington
7243,5104511630,"47.3538,-122.013",Maple Ridge Way Southeast,27651,Maple Woods,,King County,Washington
7244,3438500168,"47.5549,-122.356",17th Avenue Southwest,5231,,Seattle,King County,Washington
7245,1446403850,"47.4869,-122.324",8th Avenue South,12927,Highline,,King County,Washington
7246,1446403850,"47.4869,-122.324",8th Avenue South,12927,Highline,,King County,Washington
7247,5416500950,"47.3591,-122.038",227th Place Southeast,27028,Rock Creek Meadows,,King County,Washington
7248,8096600050,"47.7671,-122.225",86th Avenue Northeast,19044,,,King County,Washington
7249,1473000020,"47.676,-122.15",Northeast 80th Place,14268,,,King County,Washington
7250,722039049,"47.4141,-122.47",Southwest 212th Place,,,,King County,Washington
7251,2212210660,"47.3954,-122.191",112th Place Southeast,22920,,,King County,Washington
7252,6762700020,"47.6298,-122.323",Harvard Avenue East,1137,,Seattle,King County,Washington
7253,5608010980,"47.5504,-122.097",Matterhorn Place Northwest,5630,,,King County,Washington
7254,5015001045,"47.6265,-122.3",East Aloha Street,2425,,Seattle,King County,Washington
7255,1005000250,"47.5354,-122.28",South Webster Street,4200,,Seattle,King County,Washington
7256,7974700122,"47.6737,-122.283",Northeast 62nd Street,4115,Ravenna,Seattle,King County,Washington
7257,1775910460,"47.7454,-122.103",177th Place Northeast,16276,,,King County,Washington
7258,3797300190,"47.1932,-122.008",Farrelly Street,203,,,King County,Washington
7259,6450300605,"47.7329,-122.343",Roosevelt Way North,14320,,Seattle,King County,Washington
7260,3918400143,"47.7134,-122.361",3rd Avenue Northwest,11541,,Seattle,King County,Washington
7261,1022049182,"47.4095,-122.29",Military Road South,21421,,,King County,Washington
7262,3578400780,"47.6231,-122.043",222nd Place Northeast,1300,,,King County,Washington
7263,6905200050,"47.6475,-122.371",11th Avenue West,3016,Interbay,Seattle,King County,Washington
7264,303100080,"47.3162,-122.194",Southeast 319th Court,11022,,,King County,Washington
